,film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,fulltext,category_name,amount,name,actors
394,418,Hobbit Alien,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,1,5,0.99,157,27.99,PG-13,['Commentaries'],'alien':2 'compos':16 'drama':5 'emot':4 'first':19 'girl':11 'hobbit':1 'husband':8 'man':20 'must':13 'outgun':14 'space':21 'station':22,Drama,68.74000000000001,English             ,"Vivien Bergen, Elvis Marx, Dustin Tautou, Walter Torn, Warren Jackman, Daryl Crawford, Laura Brody, Reese West"
395,420,Holes Brannigan,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,2006,1,7,4.99,128,27.99,PG,"['Commentaries', 'Behind the Scenes']",'boy':19 'brannigan':2 'canadian':22 'fast':5 'fast-pac':4 'fight':17 'hole':1 'must':16 'pace':6 'reflect':7 'rocki':23 'student':14 'technic':10 'writer':11,Sports,75.86,English             ,"Karl Berry, Kevin Bloom, Nick Stallone, Natalie Hopkins, Gary Phoenix, Daryl Wahlberg, Morgan Mcdormand, Dan Streep, Ed Mansfield, Matthew Carrey, Gregory Gooding"
396,421,Holiday Games,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,2006,1,7,4.99,78,10.99,PG-13,"['Trailers', 'Commentaries', 'Behind the Scenes']",'ancient':18 'boy':16 'game':2 'holiday':1 'insight':4 'japan':19 'madman':11 'must':13 'pursu':14 'reflect':5 'waitress':8,Foreign,82.85000000000001,English             ,"Dan Harris, Minnie Zellweger, Spencer Peck, Meryl Gibson, Al Garland, Debbie Akroyd"
397,422,Hollow Jeopardy,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,2006,1,7,4.99,136,25.99,NC-17,['Behind the Scenes'],'astronaut':12 'beauti':4 'boat':17 'charact':5 'hollow':1 'jeopardi':2 'monasteri':20 'must':14 'overcom':15 'robot':9 'studi':6,Sci-Fi,39.92,English             ,"Emily Dee, Julia Zellweger"
398,423,Hollywood Anonymous,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,2006,1,7,0.99,69,29.99,PG,"['Trailers', 'Behind the Scenes']",'anonym':2 'boat':23 'boy':10 'dog':18 'epistl':7 'escap':16 'explor':13 'fast':5 'fast-pac':4 'hollywood':1 'must':15 'pace':6 'u':22 'u-boat':21,Children,13.87,English             ,"Anne Cronyn, Henry Berry, Christian Neeson, Renee Tracy, Groucho Williams, Bela Walken"
399,424,Holocaust Highball,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,2006,1,6,0.99,149,12.99,R,['Deleted Scenes'],'awe':5 'awe-inspir':4 'compos':10 'find':16 'georgia':21 'highbal':2 'holocaust':1 'inspir':6 'man':13 'must':15 'robot':18 'soviet':20 'yarn':7,Children,23.84,English             ,"Carmen Hunt, Mary Tandy, Daryl Wahlberg, Penelope Monroe, William Hackman"
400,425,Holy Tadpole,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,2006,1,6,0.99,88,20.99,R,['Behind the Scenes'],'action':5 'action-pack':4 'baloon':21 'display':7 'dog':18 'factori':22 'feminist':10 'holi':1 'must':15 'pack':6 'pioneer':13 'pursu':16 'tadpol':2,Classics,17.92,English             ,"Goldie Brody, Morgan Mcdormand, Harvey Hope"
401,426,Home Pity,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,2006,1,7,4.99,185,15.99,R,"['Trailers', 'Commentaries', 'Behind the Scenes']",'agent':12 'challeng':15 'convent':21 'home':1 'man':8 'must':14 'mysql':20 'panorama':5 'piti':2 'secret':11 'teacher':17 'touch':4,Music,66.88,English             ,"Kirsten Paltrow, Burt Dukakis, Christian Akroyd, Nick Degeneres, Audrey Bailey, John Suvari"
402,427,Homeward Cider,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,5,0.99,103,19.99,R,['Trailers'],"'astronaut':8 'cider':2 'fight':14 'homeward':1 'manhattan':19 'must':13 'penthous':20 'reflect':5 'squirrel':11,16 'taut':4",Documentary,23.84,English             ,"Uma Wood, Tim Hackman, Burt Dukakis, Ellen Presley, Albert Johansson, Ian Tandy, Michael Bolger"
403,428,Homicide Peach,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,1,6,2.99,141,21.99,PG-13,['Commentaries'],"'astound':4 'boy':11,16 'confront':14 'convent':20 'documentari':5 'homicid':1 'hunter':8 'must':13 'mysql':19 'peach':2",Family,59.82000000000001,English             ,"Bob Fawcett, Frances Day-Lewis, Jayne Neeson, Groucho Sinatra, Mae Hoffman, Kenneth Torn, Harrison Bale, Albert Nolte"
404,429,Honey Ties,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,1,3,0.99,84,29.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes']",'crocodil':11 'honey':1 'lumberjack':16 'must':13 'outrac':14 'shark':19 'stori':5 'tank':20 'taut':4 'tie':2 'waitress':8,Sports,59.84,English             ,"Zero Cage, Kirsten Paltrow, Julianne Dench, Albert Nolte, Albert Johansson"
405,430,Hook Chariots,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,2006,1,7,0.99,49,23.99,G,"['Trailers', 'Commentaries', 'Behind the Scenes']","'australia':18 'boy':8,16 'chariot':2 'dog':11 'hook':1 'insight':4 'must':13 'redeem':14 'stori':5",Animation,17.87,English             ,"Elvis Marx, Mae Hoffman, Gene Willis, Gina Degeneres"
406,450,Idols Snatchers,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,2006,1,5,2.99,84,29.99,NC-17,['Trailers'],'car':8 'compos':11 'drama':5 'fight':14 'idol':1 'insight':4 'man':16 'monasteri':19 'must':13 'snatcher':2,Children,88.76,English             ,"Tom Mckellen, Adam Grant, Sean Williams, Russell Bacall, Albert Nolte, Jane Jackman, Olympia Pfeiffer, Mary Keitel"
407,431,Hoosiers Birdcage,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,1,3,2.99,176,12.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes']",'astound':4 'birdcag':2 'boat':11 'car':16 'display':5 'explor':8 'first':19 'hoosier':1 'man':20 'must':13 'space':21 'station':22 'vanquish':14,Foreign,41.92,English             ,"Sissy Sobieski, Tim Hackman, Goldie Brody, Daryl Wahlberg, Walter Torn, Daryl Crawford, Greta Keitel, Fay Winslet, Greta Malden, Humphrey Willis"
408,432,Hope Tootsie,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,2006,1,4,2.99,139,22.99,NC-17,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']","'amaz':4 'documentari':5 'hope':1 'must':14 'outgun':15 'shark':18,21 'student':8 'sumo':11 'tank':22 'tootsi':2 'wrestler':12",Classics,72.83,English             ,"Greg Chaplin, Renee Tracy, Jane Jackman, Julia Fawcett"
409,433,Horn Working,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,2006,1,4,2.99,95,23.99,PG,['Trailers'],'display':5 'horn':1 'mad':8 'monkey':18 'must':15 'scientist':9 'shark':21 'stun':4 'succumb':16 'tank':22 'technic':12 'work':2 'writer':13,Animation,109.77000000000001,English             ,"Zero Cage, Anne Cronyn, Christian Neeson, Sean Guiness, Morgan Williams, Jayne Nolte, Will Wilson, Gene Mckellen"
410,434,Horror Reign,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,2006,1,3,0.99,139,25.99,R,"['Deleted Scenes', 'Behind the Scenes']",'build':15 'car':12 'documentari':5 'horror':1 'husband':17 'must':14 'nigeria':19 'reign':2 'shark':9 'touch':4,Travel,77.75,English             ,"Joe Swank, Nick Stallone, Mary Tandy, Christopher West, Kenneth Hoffman"
411,435,Hotel Happiness,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,2006,1,6,4.99,181,28.99,PG-13,['Behind the Scenes'],'challeng':16 'chef':9 'happi':2 'hotel':1 'mad':18 'must':15 'outback':22 'pastri':8 'scientist':19 'shark':13 'thrill':4 'yarn':5,Foreign,41.92,English             ,"Sandra Kilmer, Rip Winslet, Susan Davis, Renee Ball"
412,436,Hours Rage,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,2006,1,4,0.99,122,14.99,NC-17,"['Trailers', 'Deleted Scenes']",'explor':8 'fate':4 'feminist':11 'georgia':20 'hour':1 'meet':14 'must':13 'rage':2 'soviet':19 'stori':5 'technic':16 'writer':17,New,44.82,English             ,"Alec Wayne, Henry Berry, Burt Posey, Ralph Cruz, Kirsten Akroyd, Jane Jackman"
413,437,House Dynamite,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,2006,1,7,2.99,109,13.99,R,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'battl':14 'dynamit':2 'georgia':19 'hous':1 'must':13 'pioneer':8 'soviet':18 'squirrel':11 'stori':5 'student':16 'taut':4,Family,65.80000000000001,English             ,"Natalie Hopkins, Jude Cruise, Meg Hawke, Matthew Leigh, Vivien Basinger, Al Garland, Matthew Carrey, Debbie Akroyd, Michael Bolger"
414,438,Human Graffiti,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,3,2.99,68,22.99,NC-17,"['Trailers', 'Behind the Scenes']",'administr':18 'beauti':4 'chase':15 'databas':17 'graffiti':2 'gulf':21 'human':1 'mexico':23 'must':14 'reflect':5 'sumo':11 'woman':8 'wrestler':12,Games,80.85000000000001,English             ,"Penelope Guiness, Fred Costner, Audrey Olivier, Will Wilson"
415,439,Hunchback Impossible,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,2006,1,4,4.99,151,28.99,PG-13,"['Trailers', 'Deleted Scenes']",'ancient':18 'compos':16 'dentist':11 'fight':14 'frisbe':8 'hunchback':1 'imposs':2 'japan':19 'must':13 'touch':4 'yarn':5,Drama,115.83,English             ,"Groucho Dunst, William Hackman"
416,440,Hunger Roof,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,2006,1,6,0.99,105,21.99,G,"['Deleted Scenes', 'Behind the Scenes']",'abandon':20 'administr':12 'databas':11 'hunger':1 'husband':17 'mine':21 'must':14 'outgun':15 'roof':2 'shaft':22 'student':8 'unbeliev':4 'yarn':5,Foreign,19.88,English             ,Meryl Gibson
417,441,Hunter Alter,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,2006,1,5,2.99,125,21.99,PG-13,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'agent':18 'alter':2 'boat':12 'cow':9 'drama':5 'emot':4 'hunter':1 'mad':8 'must':14 'redeem':15 'secret':17 'shark':21 'tank':22,Documentary,24.950000000000003,English             ,"Ed Chase, Jon Chase, Jeff Silverstone, Renee Ball"
418,442,Hunting Musketeers,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,2006,1,6,2.99,65,24.99,NC-17,"['Trailers', 'Deleted Scenes']",'abandon':19 'dentist':11 'hunt':1 'mine':20 'musket':2 'must':13 'outrac':14 'pioneer':8 'reflect':5 'shaft':21 'thrill':4 'woman':16,Family,40.88,English             ,"Cary Mcconaughey, Sean Guiness, Julianne Dench, Michael Bening, William Hackman"
419,443,Hurricane Affair,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,2006,1,6,2.99,49,11.99,PG,"['Trailers', 'Commentaries', 'Behind the Scenes']",'abandon':20 'administr':9 'affair':2 'databas':8 'epistl':5 'hunter':17 'hurrican':1 'lacklustur':4 'meet':15 'mine':21 'must':14 'shaft':22 'woman':12,Comedy,82.77000000000001,English             ,"Kirsten Akroyd, Russell Bacall, Fay Winslet"
420,444,Hustler Party,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,2006,1,3,4.99,83,22.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'conquer':15 'desert':21 'emot':4 'hustler':1 'monkey':12 'must':14 'parti':2 'reflect':5 'robot':17 'sahara':20 'sumo':8 'wrestler':9,Comedy,190.78,English             ,"Alec Wayne, Angelina Astaire, Minnie Kilmer, Christopher West"
421,445,Hyde Doctor,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,1,5,2.99,100,11.99,G,"['Trailers', 'Deleted Scenes']","'boat':20 'boy':8 'doctor':2 'documentari':5 'fanci':4 'hyde':1 'jet':19 'must':13 'redeem':14 'woman':11,16",Classics,95.76,English             ,"Cuba Olivier, Lucille Tracy, Jayne Neeson, Burt Posey, Ellen Presley, Gina Degeneres"
422,446,Hysterical Grail,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,2006,1,5,4.99,150,19.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes']",'amaz':4 'build':14 'car':16 'dentist':11 'grail':2 'hyster':1 'madman':8 'manhattan':19 'must':13 'penthous':20 'saga':5,Sports,87.85000000000001,English             ,"Burt Posey, Minnie Zellweger, Charlize Dench, Meg Hawke, Walter Torn, Julianne Dench, Morgan Williams, Lucille Dee, Jayne Nolte"
423,447,Ice Crossing,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,2006,1,5,2.99,131,28.99,R,['Deleted Scenes'],'butler':10 'cross':2 'fast':5 'fast-pac':4 'ice':1 'manhattan':21 'moos':13 'must':15 'overcom':16 'pace':6 'penthous':22 'pioneer':18 'tale':7,Games,90.78,English             ,"Mena Temple, Jude Cruise, Christopher Berry, Ewan Gooding, Jayne Nolte, Olympia Pfeiffer"
424,448,Idaho Love,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,2006,1,3,2.99,172,25.99,PG-13,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'administr':19 'crocodil':13 'databas':18 'drama':7 'fast':5 'fast-pac':4 'idaho':1 'love':2 'meet':16 'must':15 'outback':22 'pace':6 'student':10,New,68.85000000000001,English             ,"Tom Mckellen, Parker Goldberg, Ray Johansson, Fay Wood, Humphrey Willis, Michael Bolger"
425,451,Igby Maker,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,2006,1,7,4.99,160,12.99,NC-17,"['Trailers', 'Behind the Scenes']","'baloon':19 'documentari':5 'dog':11,16 'epic':4 'factori':20 'hunter':8 'igbi':1 'maker':2 'must':13 'outgun':14",Travel,89.83,English             ,"Bette Nicholson, Sean Guiness, Dan Streep, Geoffrey Heston, Michael Bening"
426,452,Illusion Amelie,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,2006,1,4,0.99,122,15.99,R,"['Commentaries', 'Behind the Scenes']",'abandon':20 'ameli':2 'boat':8 'emot':4 'epistl':5 'illus':1 'mad':11 'mine':21 'must':14 'outrac':15 'robot':17 'scientist':12 'shaft':22,Foreign,34.870000000000005,English             ,"Kenneth Paltrow, Gene Willis, Morgan Mcdormand, Daryl Crawford, Greta Keitel, Richard Penn, Humphrey Garland"
427,453,Image Princess,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,3,2.99,178,17.99,PG-13,"['Trailers', 'Commentaries', 'Deleted Scenes']",'agent':9 'canadian':20 'crocodil':12 'discov':15 'imag':1 'lacklustur':4 'madman':17 'must':14 'panorama':5 'princess':2 'rocki':21 'secret':8,Sports,76.86,English             ,"Ed Chase, Zero Cage, Fred Costner, Burt Dukakis, Michelle Mcconaughey, Scarlett Damon, Woody Jolie, Kirsten Akroyd, Ellen Presley, Greta Keitel, Lucille Dee"
428,454,Impact Aladdin,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,2006,1,6,0.99,180,20.99,PG-13,"['Trailers', 'Deleted Scenes']",'aladdin':2 'charact':5 'epic':4 'frisbe':9 'impact':1 'moos':12 'must':14 'outgun':15 'shark':21 'studi':6 'tank':22 'technic':17 'writer':18,Music,18.92,English             ,"Vivien Bergen, Gina Degeneres, Warren Jackman"
429,455,Impossible Prejudice,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,2006,1,7,4.99,103,11.99,NC-17,['Deleted Scenes'],'ancient':20 'awe':5 'awe-inspir':4 'chase':16 'china':21 'hunter':13 'imposs':1 'inspir':6 'monkey':10 'must':15 'prejudic':2 'teacher':18 'yarn':7,Foreign,74.86,English             ,"Fred Costner, Rita Reynolds, Chris Depp"
430,456,Inch Jet,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,6,4.99,167,18.99,NC-17,['Deleted Scenes'],'butler':16 'defeat':14 'fate':4 'inch':1 'jet':2 'monasteri':19 'must':13 'saga':5 'student':11 'woman':8,Animation,95.82000000000001,English             ,"Uma Wood, Fred Costner, Goldie Brody, Parker Goldberg, Matthew Carrey"
431,457,Independence Hotel,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,2006,1,5,0.99,157,21.99,NC-17,"['Trailers', 'Behind the Scenes']",'boy':12 'face':15 'hotel':2 'independ':1 'monasteri':20 'must':14 'pioneer':17 'tale':5 'technic':8 'thrill':4 'writer':9,Documentary,34.82,English             ,"Karl Berry, Helen Voight, Dan Harris, Jayne Neeson, Groucho Sinatra, Kenneth Torn, Groucho Dunst, River Dean, Kim Allen"
432,458,Indian Love,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,4,0.99,135,26.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'abandon':21 'astronaut':18 'fun':22 'hous':23 'indian':1 'insight':4 'kill':16 'love':2 'mad':8,12 'must':15 'saga':5 'scientist':9,13",Family,46.85,English             ,"Nick Wahlberg, Matthew Johansson, Tom Mckellen, Cary Mcconaughey, Scarlett Damon, Gina Degeneres, Rita Reynolds, Russell Temple, Jon Chase, Gene Mckellen"
433,459,Informer Double,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,2006,1,4,4.99,74,23.99,NC-17,"['Trailers', 'Commentaries']",'action':5 'action-pack':4 'canadian':22 'dentist':13 'display':7 'doubl':2 'forens':18 'inform':1 'must':15 'pack':6 'psychologist':19 'redeem':16 'rocki':23 'woman':10,Foreign,27.950000000000003,English             ,"Renee Tracy, Kevin Garland, Ian Tandy"
434,460,Innocent Usual,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,2006,1,3,4.99,178,26.99,PG-13,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'beauti':4 'challeng':14 'crocodil':11 'drama':5 'innoc':1 'must':13 'outback':19 'pioneer':8 'student':16 'usual':2,Foreign,191.74,English             ,"Dan Torn, Christian Akroyd, James Pitt"
435,461,Insects Stone,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,2006,1,3,0.99,123,14.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'butler':8 'crocodil':16 'display':5 'dog':11 'epic':4 'insect':1 'manhattan':19 'must':13 'penthous':20 'stone':2 'vanquish':14,Animation,36.81,English             ,"Gary Phoenix, Minnie Zellweger, Jon Chase, Gregory Gooding"
436,462,Insider Arizona,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,1,5,2.99,78,17.99,NC-17,['Commentaries'],'arizona':2 'astound':4 'baloon':20 'factori':21 'hunter':12 'insid':1 'mad':8 'must':14 'pursu':15 'robot':17 'saga':5 'scientist':9,Music,61.830000000000005,English             ,"Dan Torn, Julia Mcqueen, Alec Wayne, Kirk Jovovich, Dan Harris, Cate Mcqueen, Fay Wood, Burt Temple, Thora Temple"
437,463,Instinct Airport,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,1,4,2.99,116,21.99,PG,"['Commentaries', 'Deleted Scenes']",'airport':2 'butler':17 'confront':15 'cow':9 'documentari':5 'explor':12 'instinct':1 'mad':8 'manhattan':20 'must':14 'penthous':21 'touch':4,Sports,69.83,English             ,"Jennifer Davis, Grace Mostel, Cameron Streep, Johnny Cage, Reese Kilmer, Parker Goldberg, Penelope Cronyn, Sylvester Dern, Richard Penn, Geoffrey Heston, Ed Guiness"
438,464,Intentions Empire,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,2006,1,3,2.99,107,13.99,PG-13,"['Trailers', 'Behind the Scenes']","'astound':4 'boat':22 'cat':8,11 'conquer':14 'cow':17 'empir':2 'epistl':5 'intent':1 'mad':16 'must':13 'u':21 'u-boat':20",Animation,78.83,English             ,"Angelina Astaire, Mary Keitel"
439,465,Interview Liaisons,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,2006,1,4,4.99,59,17.99,R,"['Commentaries', 'Behind the Scenes']",'action':5 'action-pack':4 'administr':19 'butler':13 'databas':18 'discov':16 'interview':1 'liaison':2 'manhattan':22 'must':15 'pack':6 'penthous':23 'reflect':7 'student':10,New,110.82000000000001,English             ,"Mena Temple, Jayne Neeson, Scarlett Damon, John Suvari, Thora Temple"
440,466,Intolerable Intentions,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,2006,1,6,4.99,63,20.99,PG-13,"['Commentaries', 'Behind the Scenes']",'awe':5 'awe-inspir':4 'chef':14 'convent':23 'inspir':6 'intent':2 'intoler':1 'monkey':10 'must':16 'mysql':22 'pastri':13 'stori':7 'succumb':17 'woman':19,Documentary,39.93,English             ,"Burt Dukakis, Johnny Cage, Kenneth Paltrow, Michelle Mcconaughey, Meg Hawke, Olympia Pfeiffer"
441,467,Intrigue Worst,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,1,6,0.99,181,10.99,G,['Deleted Scenes'],'boat':22 'charact':5 'explor':9 'fanci':4 'intrigu':1 'jet':21 'mad':12 'must':15 'scientist':13 'squirrel':18 'studi':6 'vanquish':16 'worst':2,Foreign,36.81,English             ,"Val Bolger, Reese Kilmer, Gary Penn, Gina Degeneres, Cate Harris, Meryl Gibson, Fay Wood"
442,468,Invasion Cyclone,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,2006,1,5,2.99,97,12.99,PG,"['Trailers', 'Deleted Scenes']",'charact':5 'cyclon':2 'explor':18 'invas':1 'lacklustur':4 'mad':9 'monasteri':21 'must':15 'outrac':16 'scientist':10 'studi':6 'woman':13,Children,100.74000000000001,English             ,"Woody Jolie, Renee Tracy, Scarlett Bening, Frances Tomei, Emily Dee, Jayne Nolte, Ed Guiness"
443,469,Iron Moon,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,2006,1,7,4.99,46,27.99,PG,"['Commentaries', 'Behind the Scenes']",'baloon':22 'boy':14 'cow':11 'dentist':19 'documentari':7 'fast':5 'fast-pac':4 'iron':1 'mad':10 'moon':2 'must':16 'pace':6 'pursu':17,Classics,50.900000000000006,English             ,"Helen Voight, Anne Cronyn, Ray Johansson, Groucho Dunst, Frances Tomei, Chris Depp, Harvey Hope, Humphrey Willis"
444,470,Ishtar Rocketeer,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,2006,1,4,4.99,79,24.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes']","'abandon':19 'astound':4 'conquer':14 'dog':8,16 'fun':20 'hous':21 'ishtar':1 'must':13 'rocket':2 'saga':5 'squirrel':11",Animation,42.94,English             ,"Kirsten Akroyd, Salma Nolte, Jada Ryder, John Suvari"
445,471,Island Exorcist,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,2006,1,7,2.99,84,23.99,NC-17,"['Trailers', 'Commentaries']",'abandon':20 'boy':12 'dentist':17 'exorcist':2 'fanci':4 'find':15 'fun':21 'hous':22 'island':1 'must':14 'panorama':5 'technic':8 'writer':9,Classics,76.77000000000001,English             ,"Ray Johansson, Angela Hudson, Daryl Crawford"
446,472,Italian African,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,2006,1,3,4.99,174,24.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes']",'african':2 'astound':4 'boat':22 'cat':17 'charact':5 'italian':1 'monkey':9 'moos':12 'must':14 'outgun':15 'studi':6 'u':21 'u-boat':20,Travel,38.94,English             ,"Vivien Bergen, Audrey Bailey"
447,473,Jacket Frisco,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006,1,5,2.99,181,16.99,PG-13,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'baloon':20 'chef':17 'conquer':14 'frisco':2 'husband':11 'insight':4 'jacket':1 'must':13 'pastri':16 'reflect':5 'woman':8,Drama,71.84,English             ,"Bob Fawcett, Milla Peck, Mae Hoffman, Charlize Dench, Ellen Presley, Kenneth Torn, Angela Witherspoon, Vivien Basinger, Al Garland, Bela Walken"
448,474,Jade Bunch,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006,1,6,2.99,174,21.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'bunch':2 'confront':15 'cow':12 'first':20 'insight':4 'jade':1 'mad':11 'man':21 'must':14 'panorama':5 'space':22 'squirrel':8 'station':23 'student':17,Sports,53.85,English             ,"Carmen Hunt, Dan Harris, Angelina Astaire, Cameron Zellweger, Ed Mansfield, Meryl Gibson, Renee Ball, Thora Temple"
449,475,Japanese Run,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006,1,6,0.99,135,29.99,G,['Deleted Scenes'],"'awe':5 'awe-inspir':4 'epistl':7 'feminist':10 'girl':13,18 'inspir':6 'japanes':1 'must':15 'outback':21 'run':2 'sink':16",Horror,7.94,English             ,"Vivien Bergen, Angela Hudson, Ralph Cruz, Minnie Zellweger, Kenneth Torn, Jim Mostel, Kim Allen, Ben Harris, John Suvari"
450,476,Jason Trap,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006,1,5,2.99,130,9.99,NC-17,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'conquer':15 'dog':17 'jason':1 'monasteri':20 'must':14 'shark':12 'tale':5 'thought':4 'trap':2 'woman':8,Family,97.77000000000001,English             ,"Goldie Brody, Natalie Hopkins, Angela Hudson, Ben Harris, Minnie Kilmer"
451,477,Jawbreaker Brooklyn,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006,1,5,0.99,118,15.99,PG,"['Trailers', 'Behind the Scenes']","'boat':8,22 'brooklyn':2 'chef':12 'jawbreak':1 'jet':21 'must':14 'pastri':11 'reflect':5 'shark':18 'stun':4 'succumb':15",Music,10.91,English             ,"Christian Gable, Julia Mcqueen, Val Bolger, Christian Akroyd, Jessica Bailey"
452,478,Jaws Harry,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006,1,4,2.99,112,10.99,G,['Deleted Scenes'],'abandon':20 'administr':9 'databas':8 'display':5 'dog':17 'fun':21 'harri':2 'hous':22 'jaw':1 'monkey':12 'must':14 'overcom':15 'thrill':4,Comedy,59.870000000000005,English             ,"Helen Voight, Lucille Tracy, Parker Goldberg, Minnie Zellweger, Greta Keitel"
